data,data_str,ano,mes,dia,indice,media,mediana,std,p25,p75,min,max,n_pixels
2022-10-26,20221026,2022,10,26,NDVI,0.30785465240478516,0.2500968873500824,0.2955787479877472,0.0,0.5362362265586853,0.0,0.8818632364273071,31080
2022-11-10,20221110,2022,11,10,NDVI,0.2962489128112793,0.28228986263275146,0.2858346104621887,0.0,0.4780729413032532,0.0,0.8753117322921753,31080
2022-12-10,20221210,2022,12,10,NDVI,0.4838598370552063,0.7251729369163513,0.3855881989002228,0.0,0.8079426288604736,0.0,0.916893720626831,31080
2023-02-08,20230208,2023,2,8,NDVI,0.5351709723472595,0.8290689587593079,0.4225867986679077,0.0,0.8987454175949097,0.0,0.9251337051391602,31080
2023-03-25,20230325,2023,3,25,NDVI,0.3041537404060364,0.20729349553585052,0.3198508322238922,0.0,0.6004457473754883,0.0,0.9056785106658936,31020
2023-04-04,20230404,2023,4,4,NDVI,0.32269546389579773,0.2568886876106262,0.32787299156188965,0.0,0.6129713654518127,0.0,0.9224305152893066,31080
2023-05-24,20230524,2023,5,24,NDVI,0.37502527236938477,0.34263747930526733,0.3361893594264984,0.0,0.6926528811454773,0.0,0.9051496982574463,31080
2023-06-28,20230628,2023,6,28,NDVI,0.41474905610084534,0.5695205330848694,0.3398483097553253,0.0,0.7030203938484192,0.0,0.8969957232475281,31080
2023-07-13,20230713,2023,7,13,NDVI,0.43875041604042053,0.602774977684021,0.356560081243515,0.0,0.7563056349754333,0.0,0.9319519996643066,31080
2023-08-17,20230817,2023,8,17,NDVI,0.31313350796699524,0.3439326286315918,0.2823677361011505,0.0,0.4940662980079651,0.0,0.853886604309082,31020
2023-09-11,20230911,2023,9,11,NDVI,0.31690043210983276,0.2566368281841278,0.29566752910614014,0.0,0.5483550429344177,0.0,0.8645948767662048,31080
2023-10-11,20231011,2023,10,11,NDVI,0.35719388723373413,0.3014320135116577,0.32537880539894104,0.0,0.6655335426330566,0.0,0.9051706790924072,31080
2023-11-05,20231105,2023,11,5,NDVI,0.30813518166542053,0.2625839412212372,0.3124309778213501,0.0,0.5564593076705933,0.0,0.9090216159820557,31080
2023-12-20,20231220,2023,12,20,NDVI,0.4067637324333191,0.49473434686660767,0.34256431460380554,0.0,0.7263934016227722,0.0,0.9086538553237915,31080
2024-01-09,20240109,2024,1,9,NDVI,0.44289982318878174,0.6057724952697754,0.36090701818466187,0.0,0.7648262977600098,0.0,0.9211384654045105,31080
2024-03-14,20240314,2024,3,14,NDVI,0.33446648716926575,0.3433474898338318,0.29934215545654297,0.0,0.5907049179077148,0.0,0.873106062412262,31020
2024-04-28,20240428,2024,4,28,NDVI,0.3380802273750305,0.2965165972709656,0.32572564482688904,0.0,0.6972965598106384,0.0,0.8882758617401123,31080
2024-05-13,20240513,2024,5,13,NDVI,0.3526131510734558,0.30815520882606506,0.3317863643169403,0.0,0.6900084018707275,0.0,0.9084712862968445,31080
2024-06-07,20240607,2024,6,7,NDVI,0.4003436863422394,0.49940919876098633,0.33875593543052673,0.0,0.6955237984657288,0.0,0.8974213600158691,31080
2024-07-22,20240722,2024,7,22,NDVI,0.39545509219169617,0.5138621926307678,0.32866519689559937,0.0,0.672027587890625,0.0,0.8862385153770447,31080
2024-08-21,20240821,2024,8,21,NDVI,0.35276928544044495,0.457184761762619,0.29538077116012573,0.0,0.6108002066612244,0.0,0.8108268976211548,31020
2024-09-30,20240930,2024,9,30,NDVI,0.292125403881073,0.3294476270675659,0.2623409628868103,0.0,0.4631977677345276,0.0,0.7998756766319275,31020
2024-10-05,20241005,2024,10,5,NDVI,0.29432448744773865,0.3273777961730957,0.2695876359939575,0.0,0.4727446138858795,0.0,0.8510684370994568,31080
2024-11-19,20241119,2024,11,19,NDVI,0.35480996966362,0.36383357644081116,0.32364046573638916,0.0,0.6550439596176147,0.0,0.927749752998352,31080
2025-01-08,20250108,2025,1,8,NDVI,0.3706730306148529,0.42258745431900024,0.3196397125720978,0.0,0.6366080641746521,0.0,0.9265536665916443,31080
2025-02-17,20250217,2025,2,17,NDVI,0.5265538692474365,0.8013647794723511,0.42012819647789,0.0,0.897419810295105,0.0,0.9500674605369568,31080
2025-03-09,20250309,2025,3,9,NDVI,0.4220944344997406,0.5171058177947998,0.3529549539089203,0.0,0.7585193514823914,0.0,0.9250062108039856,31080
2025-04-08,20250408,2025,4,8,NDVI,0.3029514253139496,0.20651011168956757,0.3188419044017792,0.0,0.5816718339920044,0.0,0.9131498336791992,31080
2025-05-13,20250513,2025,5,13,NDVI,0.31824541091918945,0.25157880783081055,0.31767022609710693,0.0,0.553912341594696,0.0,0.9276270270347595,31020
2025-06-17,20250617,2025,6,17,NDVI,0.37690141797065735,0.3883028030395508,0.3347685933113098,0.0,0.7036349773406982,0.0,0.9081406593322754,31020
2025-07-27,20250727,2025,7,27,NDVI,0.3869796097278595,0.5160238146781921,0.3289084732532501,0.0,0.6690384149551392,0.0,0.9014472961425781,31080
2025-08-01,20250801,2025,8,1,NDVI,0.4012620449066162,0.5405091047286987,0.3371489644050598,0.0,0.6867991089820862,0.0,0.9154161214828491,31080
2025-09-15,20250915,2025,9,15,NDVI,0.2335927039384842,0.19543838500976562,0.24469128251075745,0.0,0.34761351346969604,0.0,0.8145695328712463,31080
2025-10-05,20251005,2025,10,5,NDVI,0.24011576175689697,0.18955819308757782,0.2567189037799835,0.0,0.3544483184814453,0.0,0.8568329811096191,31080
2025-11-21,20251121,2025,11,21,NDVI,0.28921881318092346,0.22326314449310303,0.29508113861083984,0.0,0.560469388961792,0.0,0.8968700766563416,31080
2025-12-04,20251204,2025,12,4,NDVI,0.2551107704639435,0.2224670946598053,0.26779597997665405,0.0,0.36183565855026245,0.0,0.8992327451705933,31080
