indice,,data,data_str,ano,mes,media,mediana,std,n_pixels,media_sazonal,std_sazonal,n,anomalia,z_score,classificacao
EVI,62,2025-06-17,20250617,2025,6,0.3471658527851105,0.3572823703289032,0.11950033158063889,19277,0.28095971130881,0.07386130999548632,6,0.0662061414763005,0.8963575311668094,Acima
EVI,63,2025-07-27,20250727,2025,7,0.2234008210240148,0.27815750469731904,0.1935750354850486,31080,0.25408619346565037,0.08095806597633771,6,-0.030685372441635578,-0.3790279828399587,Normal
EVI,64,2025-08-01,20250801,2025,8,0.23664560941885987,0.292333863938836,0.20298486464007215,31080,0.2719252403018913,0.07126615198022924,6,-0.03527963088303143,-0.4950404912112942,Normal
EVI,65,2025-09-15,20250915,2025,9,0.1408298639749228,0.12749839394390572,0.14443554892048566,31080,0.1957447805110444,0.05432609190082984,6,-0.0549149165361216,-1.0108387077864285,Abaixo
EVI,66,2025-10-05,20251005,2025,10,0.14185890212154306,0.11558993998505351,0.1503256830075956,31080,0.18752406287134496,0.037007352304274634,6,-0.0456651607498019,-1.2339483347617717,Abaixo
EVI,67,2025-11-21,20251121,2025,11,0.1821589763535357,0.12694695051239574,0.19160120945205641,31080,0.22385100515373205,0.04995087456824069,6,-0.041692028800196346,-0.8346606372875119,Abaixo
EVI,68,2025-12-04,20251204,2025,12,0.17276621576803983,0.14330141616060196,0.17882853567964957,31080,0.35422676780197515,0.20656809948121485,5,-0.18146055203393532,-0.8784538972361374,Abaixo
NDMI,0,2020-01-15,20200115,2020,1,0.02926754392683506,0.0,0.13144448399543762,7952,0.1083773747086525,0.0731116458773613,5,-0.07910983264446259,-1.0820415019989014,Abaixo
NDMI,1,2020-02-14,20200214,2020,2,0.1868012547492981,0.2421543151140213,0.16513359546661377,7952,0.17365115880966187,0.053034380078315735,5,0.01315009593963623,0.24795417487621307,Normal
NDMI,2,2020-03-25,20200325,2020,3,0.2187390923500061,0.30438894033432007,0.18719050288200378,7952,0.07189617305994034,0.09170103818178177,6,0.14684292674064636,1.6013224124908447,Muito acima
NDMI,3,2020-04-04,20200404,2020,4,0.178119495511055,0.18715469539165497,0.16568908095359802,7952,0.031170805916190147,0.07291413098573685,6,0.1469486951828003,2.015366554260254,Muito acima
